#{"t_start": 1773725816.4837217, "env_id": "None"}
r,l,t
-8329.095783,300,1381.43589
-5111.329356,300,1381.592124
-8505.983842,300,1382.775415
-4429.666025,300,1382.951722
-8313.021398,300,1383.104265
-4987.477012,300,1383.256644
-5021.647887,300,1383.422589
-5453.308166,300,1383.584137
-7000.83484,300,1383.740652
-3976.84874,300,1384.981977
-5097.807951,300,1385.136131
-5743.268831,300,1385.291019
-6356.387481,300,1385.446911
-7555.072511,300,1385.61681
-3428.808095,300,1385.773371
-6808.181031,300,1386.97326
-4529.777862,300,1387.173148
-5575.666276,300,1387.329494
-7763.340484,300,1387.48366
-8270.737438,300,1387.659873
-5339.932146,300,1387.818194
-6288.371713,300,1387.978169
-4000.48596,300,1389.190567
-5306.597698,300,1389.384009
-7974.599977,300,1389.554605
-4533.556779,300,1389.707545
-5872.511064,300,1389.875775
-5641.973287,300,1390.035188
-8909.412755,300,1390.191474
-6934.826912,300,1391.413986
-4363.529219,300,1391.58973
-1879.084251,190,1391.690681
-48.846824,12,1391.696685
-5680.103636,300,1391.858646
-7490.962792,300,1392.030856
-7161.798478,300,1392.186599
-1002.445606,73,1392.222409
-5886.432183,300,1392.375504
-9063.91253,300,1393.602897
-6720.609602,300,1393.770856
-6175.467576,300,1393.929502
-5313.040665,300,1394.097423
-5822.755032,300,1394.257199
-5244.83481,300,1394.406721
-5161.258728,300,1394.575853
-6642.377281,300,1395.866946
-8078.364329,300,1396.035313
-5230.718034,300,1396.192075
-6970.858724,300,1396.383646
-5464.838679,300,1396.547353
-5303.884055,300,1396.70979
-7038.13452,300,1396.876124
-5952.957477,300,1398.093518
-6928.944533,300,1398.256367
-4507.260087,300,1398.416168
-5729.457866,300,1398.587179
-7911.345368,300,1398.747704
-6839.826114,300,1398.90217
-3977.215003,300,1400.110961
-1519.607881,118,1400.184077
-7214.079771,300,1400.356711
-3362.5023,300,1400.517153
-5883.526551,300,1400.690917
-6359.688038,300,1400.843466
-6952.2212,300,1400.996178
-3317.9348,300,1401.165473
-7494.635809,300,1402.397296
-6301.861076,300,1402.565807
-3891.328611,300,1402.728087
-5632.871592,300,1402.896552
-7828.979575,300,1403.054163
-4004.822197,300,1403.210715
-6194.277004,300,1403.378959
-7535.078533,300,1404.604319
-2989.898268,300,1404.77314
-5594.153734,300,1404.938842
-6626.060432,300,1405.096406
-2061.00809,188,1405.19296
-7488.72155,300,1405.348212
-5554.096757,300,1405.518459
-8732.648344,300,1406.742676
-4371.758539,300,1406.908755
-5619.293625,300,1407.076367
-8535.872562,300,1407.234017
-4735.379816,300,1407.384722
-7326.251299,300,1407.538267
-6355.337353,300,1407.705253
-5200.748502,300,1408.923268
-5243.532085,300,1409.088374
-5412.607221,300,1409.263265
-7681.283635,300,1409.418193
-3856.583727,300,1409.568778
-3337.189635,300,1409.749682
-5307.960844,300,1411.066181
-3242.830344,300,1411.253622
-6343.745845,300,1411.437968
-6853.212667,300,1411.611032
-5782.485195,300,1411.773036
-3792.17277,300,1411.926145
-4862.630766,300,1412.091744
-5600.749129,300,1413.298658
-7841.6834,300,1413.481219
-5709.787666,300,1413.653236
-3837.450301,300,1413.813114
-5220.792179,300,1413.966305
-6352.212983,300,1414.121723
-8215.390319,300,1414.292481
-7124.070467,300,1415.509343
-5673.711263,300,1415.684727
-8120.132344,300,1415.855445
-7127.041549,300,1416.008944
-3790.083928,300,1416.163996
-6924.980579,300,1416.338207
-4432.692629,300,1416.490771
-1.341829,2,1416.492772
-6252.493566,300,1417.697517
-3478.440429,300,1417.875211
-5403.016096,300,1418.049732
-5357.297636,300,1418.205436
-4857.545796,300,1418.364216
-4606.579912,300,1418.536109
-5279.015777,300,1418.690636
-5827.376657,300,1419.915191
-5354.813887,300,1420.095475
-7818.221623,300,1420.249637
-7431.498738,300,1420.402764
-5882.227513,300,1420.559721
-5511.869275,300,1420.725919
-3687.581693,300,1420.883598
-4726.014387,300,1422.104511
-6730.64488,300,1422.279794
-3837.727185,300,1422.434232
-3774.039119,300,1422.599717
-6747.485092,300,1422.768337
-7310.085437,300,1422.921905
-6686.094695,300,1424.109945
-8526.420029,300,1424.300003
-431.49271,46,1424.33473
-3542.003914,300,1424.522501
-5426.332671,300,1424.678282
-6583.261905,300,1424.83814
-3638.851358,300,1425.011333
-10134.799385,300,1425.173643
-3203.475301,300,1426.384477
-7578.091134,300,1426.573907
-5541.888936,300,1426.736196
-6595.803725,300,1426.900045
-7444.088586,300,1427.058446
-8384.992826,300,1427.226219
-4551.831664,300,1427.383417
-10331.333358,300,1428.58725
-4103.604099,226,1428.735589
-5517.074273,300,1428.896955
-6377.339004,300,1429.055069
-7372.914706,300,1429.22748
-2.350136,3,1429.228479
-6054.12189,300,1429.386086
-5677.337237,300,1429.537408
-7873.675686,300,1430.755267
-4754.030782,300,1430.946313
-5794.791359,300,1431.106764
-5840.489099,300,1431.261754
-7111.781173,300,1431.432244
-4327.939349,300,1431.584064
-4932.391678,300,1431.740023
-6744.285471,300,1432.968543
-8328.851943,300,1433.137846
-5565.681199,300,1433.292752
-7478.953795,300,1433.444808
-6345.472558,300,1433.612043
-7436.88316,300,1433.766932
-3399.005994,300,1433.936783
-3719.828847,300,1435.180788
-4311.54283,300,1435.341906
-7110.520861,300,1435.500046
-6357.841269,300,1435.666703
-6729.143166,300,1435.826344
-3585.939321,300,1435.978397
-10376.642901,300,1437.175098
-4027.692081,300,1437.377821
-5959.272767,300,1437.534259
-7130.492966,300,1437.691816
-3672.330841,269,1437.842947
-4461.227566,300,1437.995235
-6780.43507,300,1438.147302
-6616.956276,300,1439.356124
-3782.019295,300,1439.556676
-6841.966537,300,1439.712059
-4709.049994,300,1439.882287
-4448.460085,300,1440.050104
-5837.701098,300,1440.203035
-7066.637591,300,1440.35774
-11066.529202,300,1441.617129
-3724.355636,300,1441.797081
-3384.367684,300,1441.955738
-5444.238456,300,1442.112002
-5834.636727,300,1442.278362
-5382.201648,300,1442.431136
-3496.088263,300,1442.592236
-4962.47221,300,1443.819065
-5955.428444,300,1443.996025
-2603.642975,192,1444.097335
-6706.11368,300,1444.25757
-4536.33991,300,1444.429088
-4868.828028,300,1444.584724
-5841.675214,300,1444.742781
-5674.720127,300,1445.968531
-7202.823424,300,1446.149844
-1524.660771,89,1446.197621
-6611.037853,300,1446.356297
-3079.781817,300,1446.526614
-10093.661139,300,1446.682283
-4489.558257,300,1446.834892
-10936.422309,300,1447.006146
-9337.902336,300,1448.235224
-7442.748202,300,1448.404619
-5893.314531,300,1448.559097
-3601.826169,300,1448.731534
-5416.038077,300,1448.906278
-7374.075927,300,1449.06227
-4903.358905,300,1449.23231
-5339.185804,300,1450.478744
-2182.375361,145,1450.561331
-3630.95293,300,1450.71848
-6479.183127,300,1450.890559
-5411.840353,300,1451.045419
-9512.112138,300,1451.201137
-7293.252175,300,1451.368207
-6385.069731,300,1452.574784
-4061.264823,300,1452.745933
-3778.428893,300,1452.914942
-6628.525589,300,1453.070188
-5646.930894,300,1453.227114
-5543.370221,300,1453.383797
-6140.921024,300,1453.550847
-6269.818074,300,1454.76752
-4690.088101,300,1454.934325
-7077.988176,300,1455.102762
-3256.35175,300,1455.264339
-9683.095025,300,1455.425258
-6218.966868,300,1455.614811
-7323.017751,300,1455.78878
-8973.477001,300,1457.043944
-4071.653604,300,1457.205337
-8971.817065,300,1457.378045
-8236.020041,300,1457.534344
-5148.021362,300,1457.691982
-6470.959431,300,1457.860869
-3397.863017,300,1459.054917
-4818.533127,300,1459.241045
-6811.014995,300,1459.414258
-6758.600363,300,1459.573302
-6024.974493,300,1459.726427
-6595.171304,300,1459.881378
-7281.979489,300,1460.0611
-5046.79948,300,1461.256503
-5831.700763,300,1461.437293
-7828.234869,300,1461.616332
-7876.626372,300,1461.770359
-6171.210704,300,1461.927328
-11180.901923,300,1462.102315
-6266.795589,276,1462.248609
-7189.608563,300,1463.452114
-9592.299423,300,1463.630983
-1744.490664,162,1463.73003
-1628.455644,163,1463.812086
-414.633475,76,1463.850033
-5936.898188,300,1464.003296
-6598.535954,300,1464.155566
-3426.111974,300,1464.329063
-6457.203028,300,1464.481647
-8807.934376,300,1465.686634
-3436.934645,300,1465.865474
-3313.902144,162,1465.94858
-6631.508386,300,1466.100812
-7022.528907,300,1466.253192
-6337.539471,300,1466.450405
-6961.092326,300,1466.628471
-5976.509204,300,1467.83584
-8235.982726,300,1468.022088
-4239.289776,300,1468.175136
-3952.196245,300,1468.332707
-3932.554657,300,1468.490934
-5623.877518,300,1468.664086
-6025.769138,300,1468.818759
-5842.372204,300,1470.062484
-9146.463779,300,1470.243842
-4779.516967,300,1470.40278
-4884.884298,300,1470.555941
-4751.844366,300,1470.7218
-8387.06009,300,1470.873307
-3284.730095,261,1471.008342
-4417.574526,300,1472.305567
-6457.751952,300,1472.497164
-1264.028913,86,1472.542425
-9436.121277,300,1472.705139
-937.27094,81,1472.748615
-6008.711664,300,1472.904405
-6497.950466,300,1473.071951
-1643.166076,130,1473.140433
-8796.831451,300,1473.295115
-5676.931094,300,1474.542403
-5081.587739,300,1474.701396
-6446.367179,300,1474.855859
-4250.983578,300,1475.008444
-8314.869392,300,1475.176511
-7297.656028,300,1475.331953
-8190.623488,300,1476.564317
-4532.296699,300,1476.763691
-7054.850727,300,1476.924241
-7497.526003,300,1477.085999
-1645.514317,164,1477.166607
-4696.221967,300,1477.340843
-2354.890132,204,1477.446669
-7059.904091,300,1477.601403
-10624.413556,300,1478.808663
-1720.528913,160,1478.921271
-6623.300499,300,1479.081977
-7861.223416,300,1479.234242
-4991.086461,300,1479.405847
-3917.031498,300,1479.560424
-6183.167007,300,1479.714509
-7298.65122,300,1480.911781
-7056.928953,300,1481.112883
-1182.99725,83,1481.155821
-7521.031062,300,1481.31257
-6347.988531,300,1481.468453
-9055.774936,300,1481.640862
-5321.731431,300,1481.79569
-13.389236,6,1481.799688
-6689.399025,300,1481.958411
-7764.08064,300,1483.185476
-3656.341503,300,1483.349812
-6435.186243,300,1483.504858
-6291.581754,300,1483.680107
-5195.85606,300,1483.835172
-4137.699542,300,1483.990143
-6425.931527,300,1484.148332
-6335.260529,300,1485.484871
-4501.351078,300,1485.647979
-9705.421356,300,1485.807786
-5091.520317,300,1485.976144
-7075.903864,300,1486.133495
-5175.986219,300,1486.286779
-6545.472731,300,1487.501242
-6416.631874,300,1487.687735
-7178.366517,300,1487.851354
-3945.361197,300,1488.006156
-6258.355909,300,1488.173941
-7748.87907,300,1488.325493
-3977.409166,300,1488.482007
-3807.148143,300,1489.687842
-3843.705472,300,1489.868508
-6180.027539,300,1490.027413
-4915.68232,300,1490.216727
-4609.492922,300,1490.372617
-4374.709186,300,1490.528213
-5986.738689,300,1490.685355
-7019.384902,300,1491.903871
-8302.66279,300,1492.082337
-5282.83293,300,1492.242188
-3628.563997,300,1492.412776
-6382.932252,300,1492.576695
-5368.550416,300,1492.73245
-3388.674413,300,1492.933228
-3177.472866,300,1494.165652
-2194.643525,300,1494.338156
-9632.097359,300,1494.493005
-2917.117328,300,1494.666947
-7406.881928,300,1494.82708
-3126.651409,300,1494.978373
-3630.72918,300,1495.148667
-4057.263079,300,1496.383216
-7671.836016,300,1496.550667
-5458.028786,300,1496.716878
-6390.346666,300,1496.872864
-6178.60302,300,1497.03002
-7887.52238,300,1497.187355
-5162.707049,300,1497.358109
-4788.193168,300,1498.558572
-9114.046557,300,1498.723029
-5117.202651,300,1498.891443
-7082.824789,300,1499.044853
-7439.662733,300,1499.200264
-3212.988664,300,1499.368087
-8267.446617,300,1500.552029
-7092.952731,300,1500.737224
-8583.516644,300,1500.891983
-5472.324885,300,1501.058228
-3704.14992,300,1501.21181
-4431.121177,300,1501.36554
-9356.480113,300,1501.536062
-1998.852063,143,1501.608836
-912.475477,115,1502.690186
-5825.776022,300,1502.872255
-5862.13899,300,1503.026424
-1878.39663,168,1503.128646
-3330.937957,300,1503.278952
-5851.043639,290,1503.428738
-5593.398923,300,1503.605675
-3462.520018,276,1503.752505
-8472.624773,300,1504.958496
-4343.811243,300,1505.124623
-6944.472647,300,1505.293345
-7055.160437,300,1505.446648
-8797.650471,300,1505.602649
-3918.284123,300,1505.771023
-3099.364224,300,1505.92463
-450.904539,53,1506.976007
-4302.248728,300,1507.160081
-5493.786044,300,1507.332874
-3710.598897,300,1507.484005
-4613.829107,300,1507.635538
-6834.177683,300,1507.797141
-7781.133586,300,1507.967282
-9773.227737,300,1509.160048
-526.859019,56,1509.194997
-6064.314817,300,1509.371033
-9594.334356,300,1509.538985
-4085.431653,280,1509.682141
-6042.383393,300,1509.839953
-6895.974868,300,1510.007104
-8245.560016,300,1510.15902
-8090.873219,300,1511.365664
-3727.86788,300,1511.556234
-8038.471639,300,1511.711177
-7719.468524,300,1511.866096
-7749.284778,300,1512.025887
-5949.113691,300,1512.202548
-5853.358249,300,1512.359361
-7225.337111,300,1513.595426
-3996.591449,300,1513.779201
-5343.29742,300,1513.93606
-4536.782093,300,1514.089909
-5299.977339,300,1514.266213
-8246.353952,300,1514.442687
-6637.537321,300,1514.606668
-6172.972958,300,1515.928703
-3564.889875,300,1516.108356
-8589.773336,300,1516.265838
-6152.151783,300,1516.428617
-5214.250847,300,1516.604068
-4363.212636,300,1516.76443
-6840.37503,300,1518.004287
-8504.866531,300,1518.204344
-1044.432124,86,1518.252151
-5974.689526,300,1518.414239
-5305.448414,300,1518.573072
-6107.955687,300,1518.747084
-6070.361081,300,1518.907418
-5964.742808,300,1519.071924
-7709.089653,300,1520.33854
-8093.234065,300,1520.535999
-5977.03295,300,1520.698419
-6940.337682,300,1520.861168
-6935.081008,300,1521.035161
-8026.899712,300,1521.19358
-7181.318972,300,1521.354046
-8161.090922,300,1522.64382
-5268.342823,289,1522.809987
-3766.622674,300,1522.970139
-5617.597413,300,1523.129127
-5774.959114,300,1523.30469
-5791.255329,300,1523.465325
-5328.286903,300,1523.624458
-3079.290408,148,1524.818233
-6255.742295,300,1525.014078
-9690.202424,300,1525.176495
-3224.597917,300,1525.334869
-4240.799765,300,1525.515465
-4702.901916,300,1525.67923
-8654.489252,300,1525.846089
-7296.062066,300,1527.136652
-4816.177494,300,1527.316416
-10986.81165,300,1527.475245
-6417.895922,300,1527.635715
-1585.983654,122,1527.718286
-3794.280279,272,1527.868255
-7931.342802,300,1528.028645
-5945.746114,300,1528.190628
-3266.415311,300,1529.521476
-1330.590721,166,1529.612327
-5053.788226,300,1529.786599
-6937.232098,300,1529.956629
-5647.211256,300,1530.136043
-5477.825943,300,1530.297956
-6074.937866,300,1530.482761
-6111.862306,300,1531.808318
-5779.897196,300,1531.984651
-4574.181757,300,1532.149917
-8375.810084,300,1532.328804
-3301.592914,300,1532.495469
-8553.546046,300,1532.660213
-2481.509008,216,1532.778168
-3349.576446,275,1534.075148
-9214.438823,300,1534.256272
-8400.852968,300,1534.424164
-5395.300014,300,1534.603047
-5501.475183,300,1534.768425
-6031.029235,300,1534.929741
-6144.444656,300,1535.089922
-5416.651131,300,1536.405768
-6087.144464,300,1536.578472
-8328.385554,300,1536.74344
-6877.484463,300,1536.919028
-8677.416376,300,1537.08006
-8776.318142,300,1537.244304
-5704.687977,300,1537.431007
-4156.428557,300,1538.791224
-8327.79902,300,1539.011146
-6905.951205,300,1539.211255
-6513.267703,300,1539.438026
-8975.283553,300,1539.60627
-6851.254424,300,1539.769806
-6401.103166,300,1541.034098
-3568.955331,300,1541.223585
-3449.484173,300,1541.384293
-8962.046362,300,1541.558088
-7145.394162,300,1541.71737
-6758.445755,300,1541.878063
-8187.332741,300,1542.048844
-7180.00576,300,1543.304534
-4221.231362,300,1543.490016
-3732.024807,300,1543.65361
-8663.847139,300,1543.826797
-5149.898877,300,1543.984776
-4926.489508,300,1544.144809
-6133.215888,300,1544.335505
-3330.428106,300,1545.700287
-6585.664278,300,1545.878944
-6053.363964,300,1546.037979
-6197.684132,300,1546.205099
-6475.806759,300,1546.368846
-6636.318598,300,1546.525047
-5782.92259,300,1546.695346
-3938.679162,300,1547.939989
-4657.408271,300,1548.118999
-9287.474804,300,1548.292767
-5597.607062,300,1548.450319
-6818.527851,300,1548.608305
-6147.712896,300,1548.768774
-7212.101208,300,1548.947937
-6696.230055,300,1550.213271
-3011.116921,300,1550.383379
-3451.563877,300,1550.562654
-8428.710908,300,1550.731743
-6529.395978,300,1550.890063
-6210.980102,300,1551.064627
-9304.817916,300,1551.223241
-7512.842482,300,1552.477816
-23.902014,9,1552.484516
-8396.172646,300,1552.642597
-5819.679768,300,1552.81852
-5670.362095,300,1552.974883
-5562.021485,300,1553.133348
-6118.326801,300,1553.303911
-3876.098089,300,1554.521916
-4024.974394,300,1554.7128
-6385.968468,300,1554.885923
-4155.07029,300,1555.040995
-4623.997035,300,1555.203954
-5967.563591,300,1555.365155
-6493.35216,300,1555.536212
-5351.102948,300,1556.767638
-8090.178698,300,1556.94718
-8886.318401,300,1557.122108
-6860.738162,300,1557.278797
-5641.602542,300,1557.441184
-4342.263321,300,1557.612688
-6719.501317,300,1557.773463
-6467.977672,300,1558.987728
-5759.326453,300,1559.161206
-6421.094163,300,1559.332462
-7069.830747,300,1559.489269
-3563.471387,300,1559.64163
-3454.509179,300,1559.809886
-5991.815702,300,1559.960036
-5073.683204,300,1561.168862
-4030.771899,300,1561.355986
-7159.692858,300,1561.512705
-4905.819174,300,1561.663008
-6276.800795,300,1561.816527
-7803.743615,300,1561.984411
-6877.57595,300,1562.136073
-7943.097078,300,1563.344957
-8557.66301,300,1563.521219
-5344.244902,300,1563.683097
-7061.325254,300,1563.835255
-6227.094071,300,1564.002902
-5975.010792,300,1564.153583
-8600.158988,300,1564.306401
-6332.060566,300,1565.517828
-4014.577663,300,1565.689271
-9496.921445,300,1565.846129
-4187.173221,300,1565.996857
-7412.867836,300,1566.162749
-7575.855627,300,1566.312544
-6861.539886,300,1567.501593
-3592.418901,300,1567.705309
-5573.730983,300,1567.864107
-4404.866569,300,1568.018317
-3613.693168,300,1568.170862
-4011.189492,300,1568.338053
-2702.364803,300,1568.489921
-5950.294382,300,1569.680406
-4964.694869,300,1569.874273
-9606.862736,300,1570.032277
-5472.263799,300,1570.185078
-4450.523932,300,1570.376039
-6578.725395,300,1570.533102
-7837.185305,300,1570.693405
-8091.806679,300,1571.897584
-8040.223979,300,1572.091032
-4483.387329,300,1572.245855
-5660.549336,300,1572.400213
-6922.13842,300,1572.568707
-4667.230931,300,1572.721442
-4235.192747,300,1572.87416
-7885.266068,300,1574.10129
-5828.90882,300,1574.267732
-9579.68487,300,1574.42414
-6174.692414,300,1574.582302
-6395.539198,300,1574.748753
-5432.291943,300,1574.915212
-4450.402911,300,1575.104111
-5002.695376,300,1576.363313
-10284.322842,300,1576.524061
-6868.434068,300,1576.676586
-6485.189617,300,1576.846486
-5646.256276,300,1576.999254
-4584.714933,300,1577.15047
-3970.201759,300,1578.338503
-7196.657065,300,1578.545162
