#{"t_start": 1773725816.4837217, "env_id": "None"}
r,l,t
-7178.616012,300,1093.60331
-4944.712398,300,1093.792495
-6381.936732,300,1093.967922
-7275.261966,300,1094.129669
-3533.928891,300,1094.287906
-6120.37413,300,1094.451659
-5529.281177,300,1094.62426
-9713.163103,300,1095.872929
-7129.728719,300,1096.05145
-7049.196916,300,1096.22222
-4003.011209,300,1096.386273
-6784.085652,300,1096.547656
-5357.378426,300,1096.717555
-7602.336281,300,1096.877381
-5060.179462,300,1098.126739
-5514.163077,292,1098.294696
-1356.546514,114,1098.372734
-3770.034596,300,1098.531805
-7812.336523,300,1098.690468
-6215.436292,300,1098.846666
-6695.329789,300,1099.024529
-951.397423,119,1099.086607
-4325.492723,300,1100.326349
-4554.374981,300,1100.509094
-7974.741674,300,1100.683775
-5801.766632,300,1100.843337
-4923.0213,300,1101.004521
-5176.003971,300,1101.179433
-3136.95918,300,1101.339875
-3969.102326,300,1102.596627
-238.890613,35,1102.618984
-5111.854395,300,1102.814286
-6812.323895,300,1103.005453
-8800.136215,300,1103.192427
-6891.966826,300,1103.372678
-4230.548851,300,1103.531286
-6167.714044,300,1103.692873
-4571.118352,300,1104.94979
-5635.011485,300,1105.125226
-6328.695634,300,1105.283976
-8293.989044,300,1105.44686
-5236.438077,300,1105.621321
-10836.479338,300,1105.779773
-7085.919282,300,1107.00564
-6873.188924,300,1107.207523
-2673.982306,300,1107.370064
-4595.918857,300,1107.529918
-4854.481816,300,1107.691104
-5082.130094,300,1107.86576
-4223.647896,300,1108.023453
-5468.453741,300,1109.255524
-4490.018799,300,1109.449347
-6590.400784,300,1109.605368
-9045.831327,300,1109.761565
-6418.78631,300,1109.925856
-3908.502806,300,1110.079352
-7131.581452,300,1110.235443
-3966.321778,273,1111.441196
-3242.604015,210,1111.584432
-2361.647903,197,1111.692572
-6255.327644,300,1111.846836
-5111.627432,300,1112.003079
-6291.385197,300,1112.171385
-4689.571844,300,1112.332461
-7312.96262,300,1112.493049
-6042.072074,300,1113.730057
-6894.00595,300,1113.889213
-7843.700761,300,1114.041983
-6903.421626,300,1114.195424
-6124.135291,300,1114.36043
-4088.984208,300,1114.515586
-5923.655913,300,1115.718952
-5997.155981,300,1115.920275
-6935.620684,300,1116.076743
-332.216095,61,1116.107446
-4231.052378,300,1116.260263
-4974.650771,300,1116.430931
-8011.544822,300,1116.585746
-4759.407563,300,1116.74002
-7526.499426,300,1117.959917
-7269.517693,300,1118.136033
-7989.927863,300,1118.291411
-5750.505466,300,1118.446245
-6824.259307,300,1118.613109
-4462.3758,300,1118.765297
-5849.933403,300,1118.922313
-7477.086411,300,1120.144446
-8197.593026,300,1120.307174
-9243.952444,300,1120.46097
-4920.458307,300,1120.6303
-5115.994163,300,1120.780366
-8465.859498,300,1120.935478
-5009.804893,300,1121.086499
-4750.605789,300,1122.302997
-6927.716949,300,1122.471611
-8136.156401,300,1122.62648
-7043.979476,300,1122.79414
-4143.557374,300,1122.946251
-7140.379721,300,1123.099485
-8313.596066,300,1123.265949
-5983.758752,300,1124.482573
-3994.622583,300,1124.671827
-5072.541539,300,1124.892732
-5409.744053,300,1125.114659
-4195.305472,300,1125.290041
-5530.210434,300,1125.461185
-6543.701013,300,1126.657661
-4977.251579,300,1126.840099
-7302.101783,300,1126.999253
-6217.321903,300,1127.16497
-9205.598148,300,1127.315874
-4786.861061,300,1127.467545
-7587.317991,300,1127.624914
-3008.259343,177,1127.726567
-5837.46378,300,1128.941218
-6433.925685,300,1129.099916
-8400.35717,300,1129.262975
-6808.962074,300,1129.415606
-7632.592876,300,1129.566763
-6249.455539,300,1129.720688
-6334.08806,300,1130.918997
-4251.677845,300,1131.102177
-6186.575641,300,1131.254617
-6121.048544,300,1131.418124
-7523.526377,300,1131.571305
-4406.368378,300,1131.726578
-7591.032395,300,1131.891405
-10549.74135,300,1133.045801
-5100.827234,300,1133.22315
-5238.682048,300,1133.375295
-6563.593975,300,1133.541314
-6692.476361,300,1133.695173
-9130.003428,300,1133.861647
-4915.965797,300,1134.037781
-5049.531692,300,1135.246517
-7944.959969,300,1135.427964
-6924.918688,300,1135.604639
-5276.100183,300,1135.76483
-3546.898364,300,1135.9198
-6596.291569,300,1136.080817
-4719.471023,300,1136.2475
-8208.729221,300,1137.465589
-9876.75364,300,1137.636321
-4775.046717,300,1137.806206
-8782.16605,300,1137.961915
-6512.924073,300,1138.133151
-5191.807507,300,1138.303363
-7883.469129,300,1138.467869
-6798.903616,300,1139.701325
-5870.120151,300,1139.870573
-8653.470767,300,1140.041055
-3160.146974,300,1140.203017
-7776.945246,285,1140.354588
-5153.704359,300,1140.525093
-838.079075,68,1140.561279
-6071.074423,300,1141.782501
-6912.404602,300,1141.965901
-4237.128912,300,1142.138673
-4552.700267,300,1142.300775
-4809.173406,300,1142.459676
-7958.710226,300,1142.61814
-6569.862171,300,1142.786692
-3430.967579,300,1144.01412
-7018.296217,300,1144.194451
-8008.780198,300,1144.365213
-7402.617049,300,1144.519261
-6417.578799,300,1144.678487
-5557.8558,300,1144.853822
-5689.246931,300,1145.014948
-6493.537814,300,1146.256253
-7077.185596,300,1146.434289
-351.102777,43,1146.470067
-5237.429615,300,1146.634787
-4368.474393,300,1146.793947
-4438.191257,300,1146.953496
-4318.794976,300,1147.129202
-5931.215416,300,1147.30932
-5907.503168,300,1148.636034
-5639.954848,300,1148.817457
-6501.529613,300,1148.972071
-6303.89543,300,1149.127484
-6289.759485,300,1149.295161
-5632.476372,300,1149.45346
-3829.094094,300,1149.609463
-4686.914383,300,1150.854518
-6805.905724,300,1151.031718
-3389.91493,300,1151.193703
-6192.983864,300,1151.35341
-9238.016842,300,1151.517549
-6873.109701,300,1151.67132
-5397.881154,300,1152.848053
-4209.564292,300,1153.042394
-8299.463521,300,1153.196396
-9886.836009,300,1153.347276
-161.465327,34,1153.364729
-9166.832279,300,1153.515587
-5497.412759,300,1153.683369
-6843.123807,300,1153.839287
-9036.223248,300,1155.038455
-6439.090507,300,1155.244588
-2715.646773,175,1155.34934
-11151.434272,300,1155.536731
-5792.964184,300,1155.731716
-9321.883535,300,1155.923831
-6617.647604,300,1156.084282
-8332.412479,300,1157.272362
-4520.13737,300,1157.470576
-4367.540922,300,1157.627615
-7918.422601,300,1157.782569
-9126.498156,300,1157.946512
-7635.861819,300,1158.110467
-4445.226627,300,1158.27476
-4440.168999,300,1159.461708
-4501.187004,300,1159.649405
-7852.754158,300,1159.80747
-4212.957169,300,1159.960644
-3824.542726,300,1160.126457
-7798.251513,300,1160.284297
-5810.047361,300,1160.435578
-3932.645137,300,1161.656138
-7609.52985,300,1161.826498
-3691.934154,300,1161.981218
-8720.164344,300,1162.136674
-8522.163297,300,1162.313372
-7677.111254,300,1162.470257
-3571.047673,300,1162.627515
-6601.228771,300,1163.855453
-7032.701222,300,1164.01798
-5592.19191,300,1164.173046
-3945.000014,300,1164.340149
-7804.394353,300,1164.500841
-5047.411959,300,1164.651854
-3832.744175,300,1164.80663
-8666.600699,300,1166.048244
-9199.417021,300,1166.207943
-3989.483027,192,1166.311767
-6631.689531,300,1166.480162
-6294.90186,300,1166.639356
-6256.162274,300,1166.79486
-6587.682806,300,1166.9464
-7356.882076,300,1168.167025
-4294.802974,300,1168.340118
-8778.386474,300,1168.493567
-6621.397154,300,1168.663206
-7621.955255,300,1168.817493
-8756.780894,300,1168.970263
-5685.511421,300,1169.134469
-3597.268802,197,1170.286946
-7107.665986,300,1170.461772
-4090.252956,300,1170.616419
-4621.283242,300,1170.789082
-7133.750214,300,1170.947503
-4773.734458,300,1171.104271
-3203.250034,300,1171.270205
-4757.665461,300,1172.569307
-6539.141265,300,1172.737261
-7698.330854,300,1172.899159
-5940.605005,300,1173.067698
-2439.173755,200,1173.171091
-6630.692918,300,1173.325936
-6145.228844,300,1173.490442
-6438.824493,300,1174.685279
-8693.397618,300,1174.859441
-6167.997479,300,1175.016715
-4887.694727,300,1175.211719
-5300.549913,300,1175.408229
-3264.250666,300,1175.563744
-2252.405411,171,1175.649368
-5892.937867,300,1176.860761
-5886.334548,300,1177.040828
-4759.931321,300,1177.198179
-3811.540854,300,1177.364601
-8396.854845,300,1177.524721
-5198.562691,300,1177.682538
-3800.979787,300,1177.848503
-6805.782156,300,1179.06357
-7903.689238,300,1179.240892
-6120.699083,300,1179.395165
-5932.176451,300,1179.564128
-6043.590737,300,1179.720215
-5342.276091,300,1179.874332
-4831.160249,300,1180.039439
-6436.755562,300,1181.244717
-5598.152179,300,1181.42205
-6718.263668,300,1181.591332
-4160.943887,300,1181.748281
-6313.814703,300,1181.902585
-3247.585387,300,1182.054836
-4868.564712,300,1182.221023
-4824.214663,300,1183.449224
-5461.439254,300,1183.615835
-5789.103718,300,1183.783186
-9465.148896,300,1183.935036
-8487.99477,300,1184.089323
-8656.843447,300,1184.257042
-6271.709623,300,1184.450279
-4979.716334,300,1185.766738
-6137.541647,300,1185.93259
-6206.391208,300,1186.106035
-3711.377714,300,1186.258244
-5339.244919,300,1186.417633
-5186.658817,300,1186.590751
-6629.345175,300,1187.789503
-4219.970717,300,1187.977218
-6747.416919,300,1188.148451
-308.927875,38,1188.169088
-8212.899307,300,1188.332781
-4869.421888,300,1188.485352
-4590.034875,300,1188.655886
-6276.82965,300,1188.80841
-6290.239573,300,1190.010491
-6996.047488,300,1190.184386
-6552.727442,300,1190.351619
-7015.963595,300,1190.503442
-5624.027562,300,1190.660921
-5071.861165,300,1190.829888
-6907.279526,300,1190.981511
-5385.737368,300,1192.183596
-2985.972318,300,1192.365734
-3958.632147,290,1192.516884
-8692.046869,300,1192.677595
-4945.155946,300,1192.83587
-4786.534741,300,1193.00215
-5286.765023,300,1193.161949
-6225.747301,300,1194.377291
-6964.929058,300,1194.55643
-6099.885377,300,1194.711698
-3184.541668,300,1194.863103
-7890.364847,300,1195.030336
-5825.864563,300,1195.181101
-5359.442442,300,1195.332895
-4048.227299,300,1196.546469
-4337.602293,300,1196.720193
-5281.398391,300,1196.873577
-5265.496314,300,1197.024333
-5304.165946,273,1197.175862
-7484.413884,300,1197.328267
-4559.869093,300,1198.520414
-5013.974981,300,1198.706302
-5631.560366,300,1198.873737
-5183.445158,300,1199.029181
-6021.525026,300,1199.185239
-7115.789788,300,1199.350933
-5363.47971,300,1199.502119
-4890.948185,300,1200.703993
-4088.661872,300,1200.901528
-6373.553648,300,1201.05687
-7262.392465,300,1201.21924
-6417.499361,300,1201.375318
-6007.417047,300,1201.546693
-5367.435312,300,1201.70541
-5340.408603,300,1202.911321
-4767.775166,300,1203.105747
-4400.850242,300,1203.262207
-4957.695669,300,1203.419932
-7458.481029,300,1203.599377
-4705.738361,300,1203.781199
-6666.959109,300,1203.933238
-6957.211047,300,1205.142489
-5370.290793,292,1205.327164
-4159.482839,300,1205.487416
-1394.495345,172,1205.579462
-8997.53302,300,1205.759496
-5311.204874,300,1205.91524
-4541.005097,300,1206.066248
-4458.975913,300,1207.242192
-7010.085156,300,1207.43381
-7299.964872,300,1207.588544
-2058.040285,172,1207.677994
-4947.28361,300,1207.847272
-5179.77272,300,1207.999151
-5877.284548,300,1208.153609
-5659.985004,300,1208.312237
-5047.949754,300,1209.551119
-4061.987757,300,1209.712842
-4782.776673,300,1209.867433
-6744.323333,300,1210.033621
-5415.034551,300,1210.186105
-7542.651888,300,1210.342701
-810.265734,94,1210.391384
-7673.81444,300,1211.606702
-3299.545743,300,1211.786208
-10358.476511,300,1211.939306
-6908.180845,300,1212.104497
-4290.043568,300,1212.258102
-6925.032766,300,1212.411222
-3612.63972,300,1212.572243
-3632.122073,300,1213.798435
-3750.805432,300,1213.969234
-4665.378198,300,1214.122063
-6572.366608,300,1214.28609
-5759.715793,300,1214.444591
-6847.2859,300,1214.596115
-3564.906021,300,1214.765845
-4555.661398,300,1216.043196
-9069.873128,300,1216.203056
-8368.386589,300,1216.363619
-6503.866729,300,1216.535347
-6668.207538,300,1216.686348
-4961.228754,300,1216.843269
-6533.961877,300,1217.009437
-9821.657408,300,1218.231361
-7031.774309,300,1218.389549
-8597.645368,300,1218.572402
-6469.468929,300,1218.723625
-4474.646569,300,1218.880278
-8870.211816,300,1219.033993
-9420.318887,300,1220.276812
-9594.806627,300,1220.461863
-5753.018752,300,1220.615616
-4542.874947,300,1220.784304
-9045.661705,300,1220.942572
-573.945377,61,1220.976472
-4029.567238,300,1221.132517
-4269.089573,300,1221.3047
-9415.663672,300,1222.522559
-4876.015719,300,1222.694674
-4685.314809,299,1222.852942
-5142.719022,300,1223.016783
-4315.596293,300,1223.169261
-6573.44902,300,1223.323965
-3858.44559,300,1223.497575
-6339.063345,300,1224.701806
-5274.578637,300,1224.870558
-4329.879829,300,1225.067303
-7533.666347,300,1225.226091
-4751.876332,300,1225.385941
-4450.850063,300,1225.546036
-6977.046209,300,1225.727721
-6523.763055,300,1226.956457
-6905.9238,300,1227.117348
-5776.500742,300,1227.286506
-6118.540676,300,1227.444701
-7300.254834,300,1227.601709
-10943.755389,300,1227.772363
-4785.236077,300,1228.97577
-5688.769144,300,1229.163516
-5661.656407,300,1229.320164
-7652.752813,300,1229.508345
-6176.010588,300,1229.703212
-182.544818,26,1229.719998
-6035.172508,300,1229.93695
-9187.719005,300,1230.161426
-7265.4721,300,1231.416716
-7963.693172,300,1231.593118
-4920.54866,300,1231.762232
-6786.677537,300,1231.920941
-5006.426304,300,1232.075805
-5816.74741,300,1232.241812
-9259.581892,300,1232.394811
-6507.542478,300,1233.613077
-5447.997027,300,1233.785599
-3774.741972,300,1233.959193
-6704.63495,300,1234.113066
-7516.186356,300,1234.267894
-367.422275,43,1234.290182
-4400.703738,300,1234.463546
-4220.458465,300,1234.616193
-5691.03728,300,1235.843821
-7592.920073,300,1236.029185
-7790.821431,300,1236.188118
-7260.252917,300,1236.342044
-8380.338976,300,1236.496668
-7142.120484,300,1236.666191
-6044.36298,300,1236.821162
-2761.747409,300,1238.065784
-3701.645567,300,1238.245908
-5367.285804,300,1238.42533
-4699.169419,300,1238.581139
-745.889814,64,1238.625009
-6420.002436,300,1238.793854
-5492.292735,300,1238.946887
-787.75044,65,1238.980014
-5457.146978,300,1240.186348
-8604.251216,300,1240.369257
-3515.367739,189,1240.471086
-9812.429953,300,1240.623906
-4942.850509,300,1240.77637
-6885.589862,300,1240.941619
-5076.41159,300,1241.100319
-5597.813031,300,1242.313847
-3442.33908,300,1242.509511
-3573.823854,300,1242.664304
-4764.153306,300,1242.820402
-5191.217127,300,1242.976125
-6032.720769,300,1243.139279
-602.054351,58,1243.168605
-6543.451864,300,1243.323365
-5176.905892,300,1244.567375
-5295.396116,300,1244.747637
-6902.704584,300,1244.902828
-6487.848644,300,1245.055842
-6950.40148,300,1245.221558
-7187.680886,300,1245.389838
-7406.277658,300,1245.547987
-4672.925236,300,1246.790874
-5004.751435,300,1246.947999
-5645.216263,300,1247.099678
-8219.035214,300,1247.25245
-4477.713705,300,1247.415782
-11767.247389,300,1247.568205
-3782.018226,300,1248.787946
-6976.178101,300,1248.987687
-4268.413358,300,1249.141505
-4036.7413,300,1249.29963
-5725.556171,300,1249.469548
-6477.711722,300,1249.623044
-4356.282582,300,1249.774834
-3850.774567,300,1250.967723
-4901.903903,300,1251.160487
-7340.212558,300,1251.317722
-4119.077898,300,1251.473531
-5013.616323,300,1251.643467
-7911.261948,300,1251.803732
-3541.476522,300,1251.963659
-6450.250988,300,1253.181882
-3699.437869,300,1253.354691
-8600.553124,300,1253.510618
-5068.498464,300,1253.666671
-2770.102282,237,1253.804289
-4178.705526,300,1253.960327
-5805.745753,300,1254.11577
-4035.271013,300,1255.330557
-2382.256542,142,1255.417989
-6068.096092,300,1255.576447
-6818.160405,300,1255.733204
-2825.19819,300,1255.909504
-7107.860304,300,1256.075872
-6604.282831,300,1256.231536
-1727.70037,122,1256.295181
-4960.239387,300,1257.512083
-6629.802701,300,1257.682987
-6232.433522,300,1257.836565
-12462.381271,300,1258.003032
-3924.557458,300,1258.156278
-8018.984161,300,1258.31222
-4802.993548,300,1258.46991
-8298.640126,300,1259.690676
-9079.854267,300,1259.863671
-10383.625415,300,1260.01862
-6321.946973,300,1260.185776
-9308.011763,300,1260.347821
-6838.844648,300,1260.511384
-6361.09667,300,1260.67626
-3465.730014,300,1261.906083
-4227.543304,300,1262.074531
-6503.428512,300,1262.231266
-5727.60996,300,1262.400738
-8868.042248,300,1262.565788
-7667.745778,300,1262.726664
-8169.234524,300,1262.899336
-8196.12528,300,1264.182651
-5939.221536,300,1264.348715
-3628.586274,300,1264.524042
-6654.284794,300,1264.689408
-3697.363048,247,1264.820541
-3487.314417,300,1264.982032
-5919.553504,300,1265.163475
-5420.356418,300,1266.441133
-5935.972557,300,1266.608036
-7337.36923,300,1266.780545
-7722.42108,300,1266.941744
-7303.841175,300,1267.100129
-4925.302635,300,1267.256984
-4981.829679,263,1268.490785
-4772.824794,300,1268.681327
-6363.26485,300,1268.854612
-3747.612069,300,1269.024923
-8155.993268,300,1269.180797
-5983.02391,300,1269.339559
-5445.991155,300,1269.512445
-6324.204449,300,1270.761769
-7784.533242,300,1270.949794
-5479.540245,300,1271.114142
-4017.862962,300,1271.289704
-6069.176302,300,1271.448284
-4669.105803,300,1271.611525
-884.134946,121,1271.675802
-5121.392435,300,1271.849268
-7787.88538,300,1273.127854
-3206.639258,175,1273.229265
-6945.467823,300,1273.400856
-5320.934764,300,1273.558489
-7246.393649,300,1273.718666
-7480.750491,300,1273.878154
-3792.908144,300,1274.05088
-9168.940528,300,1275.314199
-6022.51977,300,1275.506923
-5548.379073,300,1275.717534
-5873.096289,300,1275.904921
-6719.763593,300,1276.067667
-7113.4741,300,1276.246988
-7003.926304,300,1276.405375
-7952.34895,300,1277.66497
-6131.624031,300,1277.835485
-6103.082762,300,1278.007446
-3529.500795,300,1278.166813
-6596.109392,300,1278.327886
-5644.394105,300,1278.504802
-4493.991722,300,1278.663807
-3535.708662,300,1279.940445
-5280.037402,300,1280.117141
-4273.576289,300,1280.29243
-9706.132351,300,1280.454841
-4827.737578,300,1280.614486
-6398.103129,300,1280.784841
-8744.230888,300,1282.024337
-2384.583203,178,1282.136433
-4194.913915,300,1282.31943
-5904.161061,300,1282.486251
-5661.611601,300,1282.646733
-3631.81821,300,1282.829304
-6128.261868,300,1283.002803
-5202.188579,300,1283.160631
-8574.333746,300,1284.408093
-5035.990486,300,1284.589608
-4159.747815,300,1284.749416
-5663.276602,300,1284.904736
-6748.801719,300,1285.072594
-6176.095458,300,1285.22794
-6167.047938,300,1286.427628
-6598.277311,300,1286.613396
-5306.248362,300,1286.787388
-3667.600314,300,1286.948096
-4524.517251,300,1287.105793
-5384.943759,300,1287.272633
-6282.914746,300,1287.428429
-7921.380173,300,1288.643472
-6210.695063,300,1288.844153
-5456.415336,300,1289.016762
-5348.295469,300,1289.172633
-7089.217108,300,1289.324108
-7030.711679,300,1289.487768
-5641.746488,300,1289.64176
-8021.202495,300,1291.100877
-6978.610916,300,1291.29864
-6724.222893,300,1291.453852
-8448.82198,300,1291.613263
-5114.903513,300,1291.786872
-4662.04616,300,1291.947355
-7619.479815,300,1292.104761
-6102.512541,300,1293.351227
-3493.091236,196,1293.4847
-8371.985015,300,1293.64283
-4857.109659,300,1293.802756
-3872.342773,202,1293.908065
-4211.676911,300,1294.081384
-7417.656673,300,1294.244593
-7035.15962,300,1295.470978
-6285.061541,300,1295.674755
-8384.105052,300,1295.834233
-5708.69401,300,1295.990426
-2663.436423,300,1296.160428
-7900.322059,300,1296.327124
-3956.209863,168,1296.416999
-4137.237171,300,1296.580333
-6402.492115,300,1297.850013
-9534.647201,300,1298.017319
-7548.810136,300,1298.180616
-5960.143356,300,1298.3394
-5842.676592,300,1298.508166
-4433.374005,300,1298.669607
-5231.446393,300,1298.826127
-3743.893223,300,1300.080408
-3436.955857,300,1300.237869
-10563.867184,300,1300.390448
-5184.773974,300,1300.557462
-7180.311726,300,1300.712973
-4416.170177,300,1300.868287
-5714.547343,300,1302.055046
-5410.78699,300,1302.253557
-5866.489296,300,1302.407991
-4422.858975,300,1302.56474
-8103.43354,300,1302.733931
-9256.331633,300,1302.888767
-7079.666228,300,1303.04027
-5362.21397,300,1304.244286
-8982.121035,300,1304.431599
-7190.341576,300,1304.589445
-4381.091406,300,1304.750479
-6099.776322,300,1304.923605
-11622.333744,300,1305.082135
-8254.608212,300,1305.244027
-5835.998472,300,1306.466704
-5220.461044,300,1306.641644
-8508.041047,300,1306.802397
-6824.209403,300,1306.968576
-5267.682017,300,1307.124229
-7011.597908,300,1307.277213
-3541.228513,220,1307.387858
-8050.082758,300,1308.592284
-5686.156295,300,1308.768255
-6457.231154,300,1308.925887
-8873.633424,300,1309.09524
-5971.210117,300,1309.250214
-3720.014429,300,1309.40204
-9553.653199,300,1309.551715
-4625.138314,300,1310.772846
-10030.58786,300,1310.950372
-5208.515163,300,1311.104805
-3197.497963,300,1311.270687
-6017.861543,300,1311.426244
-4877.774117,300,1311.577058
-4249.498694,300,1311.747323
-11.59057,6,1311.749829
-5982.004198,300,1312.909496
-6344.620837,300,1313.069421
-5470.383962,300,1313.240108
-8735.980788,300,1313.391784
-5028.997376,300,1313.540932
-7208.097719,300,1313.690676
-4378.032201,300,1313.857532
-3868.851249,300,1315.036804
-3383.334757,300,1315.19885
-5219.599088,300,1315.36741
-7330.253392,300,1315.521574
-12164.198991,300,1315.673314
-3032.716395,300,1315.839755
-5435.933657,300,1317.019695
-9185.331251,300,1317.206048
-5399.209894,300,1317.360529
-7513.499509,300,1317.530913
-4972.019842,300,1317.683822
-5650.719206,300,1317.836812
-5346.26677,300,1318.003805
-7268.992341,300,1319.198042
-7977.122441,300,1319.380518
-6506.455222,300,1319.546028
-6821.340951,300,1319.699655
-6740.11803,300,1319.851506
-6140.729202,300,1320.011898
-4144.036213,300,1320.183064
-4858.463386,300,1321.401954
-4747.185355,300,1321.580533
-5191.684101,300,1321.752624
-6957.789411,300,1321.911266
-6348.302745,300,1322.068261
-8142.87346,300,1322.240679
-7380.209095,300,1322.403134
-5103.344634,300,1323.662215
-3711.674681,300,1323.83695
-7454.676928,300,1324.010954
-29.508843,11,1324.016229
-37.473483,11,1324.022527
-11476.127507,300,1324.180382
-4946.640795,300,1324.339547
-4898.367662,300,1324.515064
-8281.224361,300,1324.675747
-2808.171618,300,1325.959725
-6310.359904,300,1326.143716
-6899.247891,300,1326.307287
-8044.391216,300,1326.474348
-4696.935818,300,1326.635585
-4951.443167,300,1326.811002
-7526.371185,300,1328.092519
-3387.732767,300,1328.284704
-8022.818295,300,1328.473349
-9580.140361,300,1328.635138
-4987.21591,300,1328.799378
-4835.236703,300,1328.982584
-3806.129205,300,1329.157403
-5599.930995,300,1330.435829
-6511.490238,300,1330.624984
-8961.217782,300,1330.804303
-5257.471943,300,1330.974656
-4892.569574,300,1331.133858
-3958.258387,300,1331.310677
-7787.307337,300,1331.479648
-4044.54565,300,1332.74641
-7409.765631,300,1332.945986
-9817.695818,300,1333.11128
-6007.503355,300,1333.271682
-7794.883195,300,1333.43657
-8646.123258,300,1333.607844
-5407.301963,300,1333.768263
-3479.283527,281,1335.053558
-6857.586799,300,1335.25386
-5967.913812,300,1335.416904
-6150.692075,300,1335.577626
-8324.82968,300,1335.755664
-4357.882976,300,1335.916994
-6729.126147,300,1336.089487
-9048.792194,300,1337.382035
-5028.563669,300,1337.569565
-4461.521359,300,1337.731292
-4985.760891,300,1337.892778
-4041.640918,300,1338.071892
-5219.1661,300,1338.23232
-9946.762077,300,1338.39979
-5700.710125,300,1339.697855
-6558.888114,300,1339.866094
-483.354525,51,1339.893056
-6725.800231,300,1340.056174
-8324.450788,300,1340.215265
-4687.917276,300,1340.38824
-5048.907852,300,1340.55487
-3802.362305,300,1341.81767
-2738.941174,300,1342.022491
-6260.662671,300,1342.18731
-3899.857971,300,1342.350255
-2897.099037,300,1342.531571
-7192.349395,300,1342.696011
-7943.755893,300,1342.856878
-5588.741322,300,1344.135049
-6628.280825,300,1344.334619
-8363.55405,300,1344.494623
-6467.680602,300,1344.651488
-6051.998257,300,1344.829674
-5652.151269,300,1344.989508
-4170.114223,300,1345.14987
-7204.431035,300,1346.404301
-5861.534028,300,1346.579833
-5768.601616,300,1346.734681
-6050.942126,300,1346.893472
-4937.311091,300,1347.062033
-4012.814096,300,1347.218121
-5266.799497,300,1347.371886
-3668.392339,300,1348.605431
-4634.176372,300,1348.797279
-6221.294959,300,1348.995191
-7300.069126,300,1349.16848
-7487.041799,300,1349.334904
-5610.433289,300,1349.488077
-10902.327827,300,1349.638302
-5336.888625,300,1350.923888
-7103.541245,300,1351.09279
-5461.080699,300,1351.244888
-6645.442432,300,1351.432764
-8177.322389,300,1351.587772
-5834.252539,300,1351.738332
-7720.285389,300,1352.916762
-6035.528794,300,1353.101538
-9913.763546,300,1353.261624
-6558.203334,300,1353.415586
-4022.034966,300,1353.580625
-5424.253439,300,1353.730416
-40.709784,11,1353.736427
-7263.139377,300,1353.889623
-4058.485585,300,1355.056875
-5639.388007,300,1355.23412
-7896.69141,300,1355.391701
-1537.903138,106,1355.450311
-7908.510579,300,1355.664497
-8407.474881,300,1355.847257
-5349.229835,300,1356.015394
-3668.200568,300,1356.182823
-4532.158844,300,1357.365312
-6835.898411,300,1357.535776
-5850.534353,300,1357.697497
-7211.428382,300,1357.863965
-4737.736546,300,1358.015604
-6975.909617,300,1358.196213
-6086.177213,300,1358.361236
-6377.111539,300,1359.579521
-5545.796202,300,1359.736732
-7223.176609,300,1359.903991
-7435.550724,300,1360.055979
-4211.582962,300,1360.203031
-5932.191844,300,1360.351716
-7011.124556,300,1361.511214
-3779.631811,300,1361.692489
-4167.388177,300,1361.845474
-4774.704693,300,1362.009922
-9488.297364,300,1362.158122
-6550.648748,300,1362.311987
-8204.751665,300,1362.475456
-5698.664877,266,1363.612672
-7573.54304,300,1363.792521
-5219.333317,300,1363.943749
-5931.784783,300,1364.109967
-6237.094615,300,1364.260752
-6927.778867,300,1364.434808
-4670.747607,300,1364.598323
-6176.654566,300,1365.77667
-4068.259053,300,1365.953203
-6494.671706,300,1366.116807
-8564.458683,300,1366.266604
-4000.506069,220,1366.379492
-6078.686522,300,1366.533323
-10727.530096,300,1366.701314
-7536.212941,300,1367.858388
-5321.23491,300,1368.038826
-3608.939707,300,1368.202545
-5144.280237,300,1368.358864
-5601.090038,300,1368.50971
-5920.215383,300,1368.658134
-1803.27655,127,1368.733166
-7318.833124,300,1368.8837
-6325.739185,300,1370.078217
-4686.767475,300,1370.240703
-5371.695862,300,1370.410047
-4405.277694,300,1370.560115
-5994.449927,300,1370.712132
-5302.802949,300,1370.875534
-8416.200959,300,1372.045657
-5870.129322,300,1372.223433
-4857.638092,300,1372.393949
-37.799888,12,1372.399846
-5670.052988,300,1372.552934
-4045.719631,300,1372.705167
-3347.441804,300,1372.853535
-6092.059852,300,1373.019882
-4650.826715,300,1374.178394
-4441.133795,300,1374.360584
-6131.731582,300,1374.524971
-6837.68252,300,1374.67704
-5282.78227,300,1374.83252
-171.30996,36,1374.850943
-2251.729461,124,1374.911577
-4250.660684,300,1375.076337
-4153.694387,300,1375.224123
-7635.525715,300,1376.402467
-7235.146362,300,1376.578788
-736.323881,75,1376.623654
-4768.421576,300,1376.778274
-4595.965685,300,1376.929725
-8046.363795,300,1377.094836
-4373.058483,300,1377.242843
-5478.907808,300,1378.408789
-4624.282412,300,1378.598088
-4063.515381,300,1378.756174
-4902.824342,300,1378.908759
-4801.695316,300,1379.06133
-5327.717231,300,1379.22796
-3001.527508,242,1379.349705
-2542.423309,148,1379.42717
-4912.089208,300,1380.64216
-2022.051396,180,1380.757549
-3416.966581,300,1380.912042
-539.791082,65,1380.945476
-5947.789568,300,1381.100689
-6103.136728,300,1381.286458
